image_path,image_index,speed
../train/photos/images/gray_Road_Only/0.jpg,0,28.105569
../train/photos/images/gray_Road_Only/1.jpg,1,28.105569
../train/photos/images/gray_Road_Only/2.jpg,2,28.106527000000003
../train/photos/images/gray_Road_Only/3.jpg,3,28.130404
../train/photos/images/gray_Road_Only/4.jpg,4,28.109243
../train/photos/images/gray_Road_Only/5.jpg,5,28.088571999999996
../train/photos/images/gray_Road_Only/6.jpg,6,28.034211
../train/photos/images/gray_Road_Only/7.jpg,7,28.018490999999997
../train/photos/images/gray_Road_Only/8.jpg,8,27.986624
../train/photos/images/gray_Road_Only/9.jpg,9,28.016352
../train/photos/images/gray_Road_Only/10.jpg,10,27.981986
../train/photos/images/gray_Road_Only/11.jpg,11,27.978625
../train/photos/images/gray_Road_Only/12.jpg,12,28.032331
../train/photos/images/gray_Road_Only/13.jpg,13,27.960219
../train/photos/images/gray_Road_Only/14.jpg,14,27.937178000000003
../train/photos/images/gray_Road_Only/15.jpg,15,27.940599
../train/photos/images/gray_Road_Only/16.jpg,16,27.908579
../train/photos/images/gray_Road_Only/17.jpg,17,27.898606
../train/photos/images/gray_Road_Only/18.jpg,18,27.855982
../train/photos/images/gray_Road_Only/19.jpg,19,27.795581
../train/photos/images/gray_Road_Only/20.jpg,20,27.850634000000003
../train/photos/images/gray_Road_Only/21.jpg,21,27.839349
../train/photos/images/gray_Road_Only/22.jpg,22,27.824347999999997
../train/photos/images/gray_Road_Only/23.jpg,23,27.759608
../train/photos/images/gray_Road_Only/24.jpg,24,27.830054999999998
../train/photos/images/gray_Road_Only/25.jpg,25,27.761885999999997
../train/photos/images/gray_Road_Only/26.jpg,26,27.694763000000002
../train/photos/images/gray_Road_Only/27.jpg,27,27.761203000000002
../train/photos/images/gray_Road_Only/28.jpg,28,27.691932
../train/photos/images/gray_Road_Only/29.jpg,29,27.666086
../train/photos/images/gray_Road_Only/30.jpg,30,27.723912
../train/photos/images/gray_Road_Only/31.jpg,31,27.639469000000002
../train/photos/images/gray_Road_Only/32.jpg,32,27.612873999999998
../train/photos/images/gray_Road_Only/33.jpg,33,27.638534000000003
../train/photos/images/gray_Road_Only/34.jpg,34,27.606098
../train/photos/images/gray_Road_Only/35.jpg,35,27.593209
../train/photos/images/gray_Road_Only/36.jpg,36,27.573926
../train/photos/images/gray_Road_Only/37.jpg,37,27.561151000000002
../train/photos/images/gray_Road_Only/38.jpg,38,27.559232
../train/photos/images/gray_Road_Only/39.jpg,39,27.528067
