image_path,image_index,speed,predicted_speed,error,med_prd_spd,med_error,mean_prd_spd,mean_error
../train/photos/images/gray_Clipped/0.jpg,0,28.105569,,,,,,
../train/photos/images/gray_Clipped/1.jpg,1,28.105569,26.04018974304199,2.065379256958007,26.04018974304199,2.0653792569580105,26.04018974304199,2.0653792569580105
../train/photos/images/gray_Clipped/2.jpg,2,28.106527000000003,27.04705047607422,1.0594765239257846,27.04705047607422,1.0594765239257846,27.04705047607422,1.0594765239257846
../train/photos/images/gray_Clipped/3.jpg,3,28.130404,27.261781692504886,0.8686223074951158,27.261781692504886,0.8686223074951123,27.261781692504886,0.8686223074951123
../train/photos/images/gray_Clipped/4.jpg,4,28.109243,26.54152107238769,1.567721927612304,26.54152107238769,1.5677219276123076,26.54152107238769,1.5677219276123076
../train/photos/images/gray_Clipped/5.jpg,5,28.088571999999996,25.950153350830078,2.138418649169921,25.950153350830078,2.1384186491699175,25.950153350830078,2.1384186491699175
../train/photos/images/gray_Clipped/6.jpg,6,28.034211,24.38757705688477,3.6466339431152335,24.38757705688477,3.64663394311523,24.38757705688477,3.64663394311523
../train/photos/images/gray_Clipped/7.jpg,7,28.018490999999997,26.769718170166016,1.2487728298339853,26.769718170166016,1.2487728298339817,26.769718170166016,1.2487728298339817
../train/photos/images/gray_Clipped/8.jpg,8,27.986624,26.44947052001953,1.5371534799804678,26.44947052001953,1.5371534799804678,26.44947052001953,1.5371534799804678
../train/photos/images/gray_Clipped/9.jpg,9,28.016352,26.152742385864254,1.8636096141357437,26.152742385864254,1.863609614135747,26.152742385864254,1.863609614135747
../train/photos/images/gray_Clipped/10.jpg,10,27.981986,26.503826141357425,1.4781598586425773,26.503826141357425,1.4781598586425737,26.503826141357425,1.4781598586425737
../train/photos/images/gray_Clipped/11.jpg,11,27.978625,27.07427978515625,0.9043452148437511,27.07427978515625,0.904345214843751,27.07427978515625,0.904345214843751
../train/photos/images/gray_Clipped/12.jpg,12,28.032331,27.478111267089844,0.5542197329101555,27.478111267089844,0.5542197329101555,27.478111267089844,0.5542197329101555
