image_path,image_index,speed,predicted_speed,error
../train/photos/images/gray_Road_Only/0.jpg,0,28.105569,,
../train/photos/images/gray_Road_Only/1.jpg,1,28.105569,19.554946899414062,8.550622100585937
../train/photos/images/gray_Road_Only/2.jpg,2,28.106527000000003,22.391889572143555,5.714637427856449
../train/photos/images/gray_Road_Only/3.jpg,3,28.130404,19.268815994262695,8.861588005737303
../train/photos/images/gray_Road_Only/4.jpg,4,28.109243,18.871078491210938,9.238164508789062
../train/photos/images/gray_Road_Only/5.jpg,5,28.088572,20.31517791748047,7.7733940825195305
../train/photos/images/gray_Road_Only/6.jpg,6,28.034211,17.580068588256836,10.454142411743163
../train/photos/images/gray_Road_Only/7.jpg,7,28.018491,20.8546142578125,7.163876742187501
../train/photos/images/gray_Road_Only/8.jpg,8,27.986624,14.169429779052734,13.817194220947265
../train/photos/images/gray_Road_Only/9.jpg,9,28.016352,13.275197982788086,14.741154017211915
../train/photos/images/gray_Road_Only/10.jpg,10,27.981986,13.820411682128906,14.161574317871093
../train/photos/images/gray_Road_Only/11.jpg,11,27.978625,20.942819595336914,7.035805404663087
../train/photos/images/gray_Road_Only/12.jpg,12,28.032331,24.706079483032227,3.3262515169677727
../train/photos/images/gray_Road_Only/13.jpg,13,27.960219,21.67194175720215,6.28827724279785
../train/photos/images/gray_Road_Only/14.jpg,14,27.937178000000007,23.80619239807129,4.130985601928717
../train/photos/images/gray_Road_Only/15.jpg,15,27.940599,23.45522689819336,4.4853721018066395
../train/photos/images/gray_Road_Only/16.jpg,16,27.908579,22.794132232666016,5.114446767333984
../train/photos/images/gray_Road_Only/17.jpg,17,27.898606,22.311420440673828,5.587185559326173
../train/photos/images/gray_Road_Only/18.jpg,18,27.855982,19.649707794189453,8.206274205810548
../train/photos/images/gray_Road_Only/19.jpg,19,27.795581,22.0023250579834,5.7932559420166
../train/photos/images/gray_Road_Only/20.jpg,20,27.850634000000003,20.48893165588379,7.361702344116214
../train/photos/images/gray_Road_Only/21.jpg,21,27.839349,23.09107780456543,4.748271195434569
../train/photos/images/gray_Road_Only/22.jpg,22,27.824348,19.327606201171875,8.496741798828126
../train/photos/images/gray_Road_Only/23.jpg,23,27.759608,21.88014030456543,5.87946769543457
../train/photos/images/gray_Road_Only/24.jpg,24,27.830055,21.04676055908203,6.78329444091797
