image_path,image_index,speed,predicted_speed,error,50med_prd_spd,50med_error,100med_prd_spd,100med_error
../train/photos/images/gray_Road_Only/0.jpg,0,28.105569,,,,,,
../train/photos/images/gray_Road_Only/1.jpg,1,28.105569,29.787601470947266,1.6820324709472665,23.620204925537113,4.485364074462886,24.019134521484375,4.086434478515624
../train/photos/images/gray_Road_Only/2.jpg,2,28.106527000000003,28.75372695922852,0.6471999592285123,23.620204925537113,4.48632207446289,24.019134521484375,4.087392478515628
../train/photos/images/gray_Road_Only/3.jpg,3,28.130404,23.795669555664066,4.334734444335936,23.620204925537113,4.510199074462886,24.019134521484375,4.111269478515624
../train/photos/images/gray_Road_Only/4.jpg,4,28.109243,23.844451904296875,4.264791095703123,23.620204925537113,4.489038074462886,24.019134521484375,4.090108478515624
../train/photos/images/gray_Road_Only/5.jpg,5,28.088571999999996,26.08484077453613,2.0037312254638664,23.620204925537113,4.468367074462883,24.019134521484375,4.069437478515621
../train/photos/images/gray_Road_Only/6.jpg,6,28.034211,24.499460220336914,3.5347507796630846,23.620204925537113,4.414006074462886,24.019134521484375,4.015076478515624
../train/photos/images/gray_Road_Only/7.jpg,7,28.018490999999997,25.227243423461914,2.7912475765380873,23.620204925537113,4.398286074462884,24.019134521484375,3.9993564785156224
../train/photos/images/gray_Road_Only/8.jpg,8,27.986624,28.393390655517575,0.4067666555175791,23.620204925537113,4.366419074462886,24.019134521484375,3.967489478515624
../train/photos/images/gray_Road_Only/9.jpg,9,28.016352,28.362417221069336,0.3460652210693347,23.620204925537113,4.396147074462888,24.019134521484375,3.9972174785156263
../train/photos/images/gray_Road_Only/10.jpg,10,27.981986,29.34543609619141,1.3634500961914071,23.620204925537113,4.361781074462886,24.019134521484375,3.962851478515624
../train/photos/images/gray_Road_Only/11.jpg,11,27.978625,28.06750679016113,0.08888179016113185,23.620204925537113,4.358420074462888,24.019134521484375,3.959490478515626
../train/photos/images/gray_Road_Only/12.jpg,12,28.032331,29.18295478820801,1.1506237882080086,23.620204925537113,4.412126074462886,24.019134521484375,4.013196478515624
../train/photos/images/gray_Road_Only/13.jpg,13,27.960219,19.87993621826172,8.08028278173828,23.620204925537113,4.340014074462886,24.019134521484375,3.9410844785156236
../train/photos/images/gray_Road_Only/14.jpg,14,27.93717800000001,21.50172615051269,6.435451849487312,23.620204925537113,4.316973074462897,24.019134521484375,3.918043478515635
../train/photos/images/gray_Road_Only/15.jpg,15,27.940599,26.03190040588379,1.9086985941162096,23.620204925537113,4.320394074462886,24.019134521484375,3.921464478515624
../train/photos/images/gray_Road_Only/16.jpg,16,27.908579,24.770755767822266,3.137823232177734,23.620204925537113,4.288374074462887,24.019134521484375,3.8894444785156246
../train/photos/images/gray_Road_Only/17.jpg,17,27.898606,21.116756439208984,6.7818495607910165,23.620204925537113,4.278401074462888,24.019134521484375,3.879471478515626
../train/photos/images/gray_Road_Only/18.jpg,18,27.855982,28.23842620849609,0.3824442084960928,23.620204925537113,4.235777074462888,24.019134521484375,3.836847478515626
../train/photos/images/gray_Road_Only/19.jpg,19,27.795581,27.74054718017578,0.05503381982421729,23.620204925537113,4.175376074462886,24.019134521484375,3.7764464785156235
../train/photos/images/gray_Road_Only/20.jpg,20,27.850634000000003,23.101694107055664,4.748939892944339,23.620204925537113,4.23042907446289,24.019134521484375,3.831499478515628
../train/photos/images/gray_Road_Only/21.jpg,21,27.839349,27.56058692932129,0.2787620706787095,23.620204925537113,4.219144074462886,24.019134521484375,3.8202144785156236
../train/photos/images/gray_Road_Only/22.jpg,22,27.824347999999997,28.42210960388184,0.5977616038818354,23.620204925537113,4.204143074462884,24.019134521484375,3.805213478515622
../train/photos/images/gray_Road_Only/23.jpg,23,27.759608,24.19935417175293,3.5602538282470704,23.620204925537113,4.139403074462887,24.019134521484375,3.740473478515625
../train/photos/images/gray_Road_Only/24.jpg,24,27.830054999999998,27.384626388549805,0.4454286114501969,23.620204925537113,4.209850074462885,24.019134521484375,3.810920478515623
../train/photos/images/gray_Road_Only/25.jpg,25,27.761885999999997,23.44474029541016,4.317145704589843,23.620204925537113,4.141681074462884,24.019134521484375,3.742751478515622
../train/photos/images/gray_Road_Only/26.jpg,26,27.694763000000002,20.65167236328125,7.043090636718747,23.620204925537113,4.074558074462889,24.019134521484375,3.675628478515627
../train/photos/images/gray_Road_Only/27.jpg,27,27.761203000000002,25.9450626373291,1.8161403626708967,23.397517204284668,4.363685795715334,24.019134521484375,3.742068478515627
../train/photos/images/gray_Road_Only/28.jpg,28,27.691932,25.82258605957031,1.8693459404296888,23.225994110107422,4.4659378898925794,24.019134521484375,3.6727974785156263
