image_path,image_index,speed,predicted_speed,error,med_prd_spd,mean_prd_spd,med_error,mean_error
../train/photos/images/gray_Clipped/0.jpg,0,28.105569,,,,,,
../train/photos/images/gray_Clipped/1.jpg,1,28.105569,20.253530502319336,7.852038497680661,20.253530502319336,20.253530502319336,7.852038497680663,7.852038497680663
../train/photos/images/gray_Clipped/2.jpg,2,28.106527000000003,20.88176155090332,7.224765449096682,20.88176155090332,20.88176155090332,7.224765449096683,7.224765449096683
../train/photos/images/gray_Clipped/3.jpg,3,28.130404,22.82900810241699,5.3013958975830064,22.82900810241699,22.82900810241699,5.30139589758301,5.30139589758301
../train/photos/images/gray_Clipped/4.jpg,4,28.109243,17.697546005249023,10.411696994750976,17.697546005249023,17.697546005249023,10.411696994750976,10.411696994750976
../train/photos/images/gray_Clipped/5.jpg,5,28.088571999999996,19.687875747680664,8.400696252319335,19.687875747680664,19.687875747680664,8.400696252319332,8.400696252319332
../train/photos/images/gray_Clipped/6.jpg,6,28.034211,17.860116958618164,10.174094041381837,17.860116958618164,17.860116958618164,10.174094041381835,10.174094041381835
../train/photos/images/gray_Clipped/7.jpg,7,28.018490999999997,17.012199401855472,11.006291598144534,17.012199401855472,17.012199401855472,11.006291598144525,11.006291598144525
../train/photos/images/gray_Clipped/8.jpg,8,27.986624,17.443138122558597,10.543485877441404,17.443138122558597,17.443138122558597,10.543485877441402,10.543485877441402
../train/photos/images/gray_Clipped/9.jpg,9,28.016352,18.85863304138184,9.157718958618164,18.85863304138184,18.85863304138184,9.157718958618162,9.157718958618162
../train/photos/images/gray_Clipped/10.jpg,10,27.981986,19.11630630493164,8.865679695068359,19.11630630493164,19.11630630493164,8.865679695068359,8.865679695068359
../train/photos/images/gray_Clipped/11.jpg,11,27.978625,18.64649772644043,9.332127273559573,18.64649772644043,18.64649772644043,9.332127273559571,9.332127273559571
../train/photos/images/gray_Clipped/12.jpg,12,28.032331,17.631723403930664,10.400607596069335,17.631723403930664,17.631723403930664,10.400607596069335,10.400607596069335
../train/photos/images/gray_Clipped/13.jpg,13,27.960219,18.243677139282227,9.716541860717774,18.243677139282227,18.243677139282227,9.716541860717772,9.716541860717772
../train/photos/images/gray_Clipped/14.jpg,14,27.93717800000001,18.225261688232425,9.711916311767585,18.225261688232425,18.225261688232425,9.711916311767585,9.711916311767585
../train/photos/images/gray_Clipped/15.jpg,15,27.940599,20.0311279296875,7.909471070312499,20.0311279296875,20.0311279296875,7.909471070312499,7.909471070312499
../train/photos/images/gray_Clipped/16.jpg,16,27.908579,19.530155181884766,8.378423818115234,19.530155181884766,19.530155181884766,8.378423818115234,8.378423818115234
../train/photos/images/gray_Clipped/17.jpg,17,27.898606,17.88443374633789,10.014172253662109,17.88443374633789,17.88443374633789,10.01417225366211,10.01417225366211
../train/photos/images/gray_Clipped/18.jpg,18,27.855982,17.712116241455078,10.143865758544925,17.712116241455078,17.712116241455078,10.143865758544923,10.143865758544923
../train/photos/images/gray_Clipped/19.jpg,19,27.795581,21.05714607238769,6.738434927612302,21.05714607238769,21.05714607238769,6.738434927612307,6.738434927612307
../train/photos/images/gray_Clipped/20.jpg,20,27.850634000000003,22.438770294189453,5.411863705810549,22.438770294189453,22.438770294189453,5.41186370581055,5.41186370581055
../train/photos/images/gray_Clipped/21.jpg,21,27.839349,20.312175750732425,7.527173249267577,20.312175750732425,20.312175750732425,7.527173249267573,7.527173249267573
../train/photos/images/gray_Clipped/22.jpg,22,27.824347999999997,14.988119125366213,12.83622887463379,14.988119125366213,14.988119125366213,12.836228874633784,12.836228874633784
../train/photos/images/gray_Clipped/23.jpg,23,27.759608,20.401281356811523,7.3583266431884775,20.401281356811523,20.401281356811523,7.358326643188477,7.358326643188477
../train/photos/images/gray_Clipped/24.jpg,24,27.830054999999998,19.234615325927734,8.595439674072267,19.234615325927734,19.234615325927734,8.595439674072264,8.595439674072264
../train/photos/images/gray_Clipped/25.jpg,25,27.761885999999997,19.766647338867188,7.995238661132812,19.766647338867188,19.766647338867188,7.9952386611328095,7.9952386611328095
../train/photos/images/gray_Clipped/26.jpg,26,27.694763000000002,21.48689079284668,6.207872207153319,20.356728553771973,20.380586128234864,7.338034446228029,7.314176871765138
../train/photos/images/gray_Clipped/27.jpg,27,27.761203000000002,18.76973533630371,8.991467663696287,20.356728553771973,20.303600311279297,7.404474446228029,7.457602688720705
../train/photos/images/gray_Clipped/28.jpg,28,27.691932,20.637269973754886,7.054662026245119,20.356728553771973,20.330759506225586,7.335203446228029,7.361172493774415
../train/photos/images/gray_Clipped/29.jpg,29,27.666086,21.713720321655273,5.952365678344727,20.356728553771973,20.293409576416014,7.309357446228027,7.372676423583986
../train/photos/images/gray_Clipped/30.jpg,30,27.723912,23.74386405944824,3.980047940551757,20.356728553771973,20.24427236557007,7.367183446228026,7.47963963442993
../train/photos/images/gray_Clipped/31.jpg,31,27.639469000000002,23.20287704467773,4.436591955322264,20.519275665283203,20.34302614212036,7.120193334716799,7.29644285787964
../train/photos/images/gray_Clipped/32.jpg,32,27.612873999999998,22.10500907897949,5.507864921020509,20.519275665283203,20.384629993438722,7.093598334716795,7.228244006561276
../train/photos/images/gray_Clipped/33.jpg,33,27.638534000000003,24.13943099975586,3.4991030002441437,20.639911651611328,20.475237789154054,6.998622348388675,7.1632962108459495
../train/photos/images/gray_Clipped/34.jpg,34,27.606098,21.73727798461914,5.868820015380858,20.72004985809326,20.567763843536376,6.886048141906738,7.038334156463623
../train/photos/images/gray_Clipped/35.jpg,35,27.593209,22.03065490722656,5.562554092773438,20.879528999328613,20.616994380950928,6.713680000671388,6.976214619049074
../train/photos/images/gray_Clipped/36.jpg,36,27.573926,22.66069984436035,4.913226155639649,21.009328842163086,20.7165984916687,6.564597157836914,6.857327508331299
../train/photos/images/gray_Clipped/37.jpg,37,27.561151000000002,17.97159767150879,9.589553328491212,21.18865299224853,20.80949235916138,6.372498007751471,6.751658640838624
