image_path,image_index,speed,predicted_speed,error,med_prd_spd,mean_prd_spd,med_error,mean_error
../train/photos/images/gray_Clipped/0.jpg,0,28.105569,,,,,,
../train/photos/images/gray_Clipped/1.jpg,1,28.105569,18.644210815429688,9.461358184570312,18.644210815429688,18.644210815429688,9.461358184570312,9.461358184570312
../train/photos/images/gray_Clipped/2.jpg,2,28.106527000000003,18.74440193176269,9.362125068237306,18.74440193176269,18.74440193176269,9.362125068237312,9.362125068237312
../train/photos/images/gray_Clipped/3.jpg,3,28.130404,25.69984436035156,2.430559639648436,25.69984436035156,25.69984436035156,2.4305596396484397,2.4305596396484397
../train/photos/images/gray_Clipped/4.jpg,4,28.109243,26.63848304748535,1.4707599525146478,26.63848304748535,26.63848304748535,1.4707599525146478,1.4707599525146478
../train/photos/images/gray_Clipped/5.jpg,5,28.088571999999996,25.55460548400879,2.53396651599121,25.55460548400879,25.55460548400879,2.5339665159912066,2.5339665159912066
../train/photos/images/gray_Clipped/6.jpg,6,28.034211,22.10386848449707,5.930342515502929,22.10386848449707,22.10386848449707,5.930342515502929,5.930342515502929
../train/photos/images/gray_Clipped/7.jpg,7,28.018490999999997,26.9296932220459,1.0887977779541025,26.9296932220459,26.9296932220459,1.088797777954099,1.088797777954099
../train/photos/images/gray_Clipped/8.jpg,8,27.986624,24.108842849731445,3.8777811502685537,24.108842849731445,24.108842849731445,3.8777811502685537,3.8777811502685537
../train/photos/images/gray_Clipped/9.jpg,9,28.016352,24.82668495178223,3.1896670482177747,24.82668495178223,24.82668495178223,3.189667048217771,3.189667048217771
../train/photos/images/gray_Clipped/10.jpg,10,27.981986,25.26437187194824,2.7176141280517565,25.26437187194824,25.26437187194824,2.7176141280517605,2.7176141280517605
../train/photos/images/gray_Clipped/11.jpg,11,27.978625,25.55097198486328,2.42765301513672,25.55097198486328,25.55097198486328,2.4276530151367197,2.4276530151367197
../train/photos/images/gray_Clipped/12.jpg,12,28.032331,22.94997596740723,5.0823550325927735,22.94997596740723,22.94997596740723,5.082355032592769,5.082355032592769
../train/photos/images/gray_Clipped/13.jpg,13,27.960219,25.697961807250977,2.262257192749022,25.697961807250977,25.697961807250977,2.262257192749022,2.262257192749022
../train/photos/images/gray_Clipped/14.jpg,14,27.93717800000001,23.897029876708984,4.040148123291022,23.897029876708984,23.897029876708984,4.040148123291026,4.040148123291026
