image_path,image_index,speed,predicted_speed,error,med_prd_spd,mean_prd_spd,med_error,mean_error
../train/photos/images/gray_Clipped/0.jpg,0,28.105569,,,,,,
../train/photos/images/gray_Clipped/1.jpg,1,28.105569,23.121400833129886,4.984168166870116,23.121400833129886,23.121400833129886,4.984168166870113,4.984168166870113
../train/photos/images/gray_Clipped/2.jpg,2,28.106527000000003,24.90946960449219,3.1970573955078168,24.90946960449219,24.90946960449219,3.1970573955078123,3.1970573955078123
../train/photos/images/gray_Clipped/3.jpg,3,28.130404,24.947589874267575,3.1828141257324205,24.947589874267575,24.947589874267575,3.182814125732424,3.182814125732424
../train/photos/images/gray_Clipped/4.jpg,4,28.109243,21.11336326599121,6.995879734008787,21.11336326599121,21.11336326599121,6.995879734008788,6.995879734008788
../train/photos/images/gray_Clipped/5.jpg,5,28.088571999999996,22.98166084289551,5.106911157104491,22.98166084289551,22.98166084289551,5.106911157104484,5.106911157104484
../train/photos/images/gray_Clipped/6.jpg,6,28.034211,23.67162704467773,4.362583955322265,23.67162704467773,23.67162704467773,4.362583955322268,4.362583955322268
../train/photos/images/gray_Clipped/7.jpg,7,28.018490999999997,7.990268230438232,20.02822276956177,7.990268230438232,7.990268230438232,20.028222769561765,20.028222769561765
../train/photos/images/gray_Clipped/8.jpg,8,27.986624,7.990268230438232,19.996355769561767,7.990268230438232,7.990268230438232,19.996355769561767,19.996355769561767
../train/photos/images/gray_Clipped/9.jpg,9,28.016352,7.990268230438232,20.02608376956177,7.990268230438232,7.990268230438232,20.02608376956177,20.02608376956177
../train/photos/images/gray_Clipped/10.jpg,10,27.981986,7.990268230438232,19.991717769561767,7.990268230438232,7.990268230438232,19.991717769561767,19.991717769561767
../train/photos/images/gray_Clipped/11.jpg,11,27.978625,7.990268230438232,19.98835676956177,7.990268230438232,7.990268230438232,19.98835676956177,19.98835676956177
../train/photos/images/gray_Clipped/12.jpg,12,28.032331,7.990268230438232,20.042062769561767,7.990268230438232,7.990268230438232,20.042062769561767,20.042062769561767
../train/photos/images/gray_Clipped/13.jpg,13,27.960219,7.990268230438232,19.969950769561766,7.990268230438232,7.990268230438232,19.969950769561766,19.969950769561766
../train/photos/images/gray_Clipped/14.jpg,14,27.93717800000001,7.990268230438232,19.946909769561774,7.990268230438232,7.990268230438232,19.946909769561778,19.946909769561778
../train/photos/images/gray_Clipped/15.jpg,15,27.940599,7.990268230438232,19.950330769561766,7.990268230438232,7.990268230438232,19.950330769561766,19.950330769561766
../train/photos/images/gray_Clipped/16.jpg,16,27.908579,26.23284721374512,1.6757317862548824,26.23284721374512,26.23284721374512,1.6757317862548788,1.6757317862548788
../train/photos/images/gray_Clipped/17.jpg,17,27.898606,7.990268230438232,19.90833776956177,7.990268230438232,7.990268230438232,19.90833776956177,19.90833776956177
../train/photos/images/gray_Clipped/18.jpg,18,27.855982,7.990268230438232,19.86571376956177,7.990268230438232,7.990268230438232,19.86571376956177,19.86571376956177
../train/photos/images/gray_Clipped/19.jpg,19,27.795581,7.990268230438232,19.805312769561766,7.990268230438232,7.990268230438232,19.805312769561766,19.805312769561766
../train/photos/images/gray_Clipped/20.jpg,20,27.850634000000003,7.990268230438232,19.86036576956177,7.990268230438232,7.990268230438232,19.86036576956177,19.86036576956177
